# Program:featureCounts v2.0.4; Command:"featureCounts" "-p" "-a" "/mnt/beegfs/home/s430452/epigenetics/results/s08_counts/master_peaks.saf" "-F" "SAF" "-o" "/mnt/beegfs/home/s430452/epigenetics/results/s08_counts/master_peaks_counts.txt" "-T" "6" "/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2ko_final.bam" "/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2wt_final.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2ko_final.bam	/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2wt_final.bam
master_peak_6221	chr5	139600516	139600760	.	245	32	17
master_peak_6222	chr5	139633218	139633705	.	488	187	192
master_peak_6223	chr5	139635759	139636305	.	547	259	256
master_peak_6224	chr5	139637009	139637646	.	638	191	224
master_peak_6225	chr5	139648231	139649385	.	1155	601	586
master_peak_6226	chr5	139651559	139652778	.	1220	577	584
master_peak_6227	chr5	139659000	139659571	.	572	334	309
master_peak_6228	chr5	139660014	139661685	.	1672	1171	1359
master_peak_6229	chr5	139667909	139668752	.	844	297	387
master_peak_6230	chr5	139671125	139671870	.	746	604	695
master_peak_6231	chr5	139676647	139677532	.	886	308	408
master_peak_6232	chr5	139689844	139690811	.	968	250	320
master_peak_6233	chr5	139696672	139697995	.	1324	432	656
master_peak_6234	chr5	139709015	139709472	.	458	90	197
master_peak_6235	chr5	139711080	139711769	.	690	126	200
master_peak_6236	chr5	139714396	139714925	.	530	234	172
master_peak_6237	chr5	139724886	139725576	.	691	286	401
master_peak_6238	chr5	139733497	139734399	.	903	430	601
master_peak_6239	chr5	139745161	139745762	.	602	253	214
master_peak_6240	chr5	139758087	139758401	.	315	32	25
master_peak_6241	chr5	139765421	139766300	.	880	524	423
master_peak_6242	chr5	139774998	139775530	.	533	115	108
master_peak_6243	chr5	139787351	139788496	.	1146	861	878
master_peak_6244	chr5	139795518	139795838	.	321	38	47
master_peak_6245	chr5	139828383	139828903	.	521	84	98
master_peak_6246	chr5	139837603	139838383	.	781	65	72
master_peak_6247	chr5	139844495	139844830	.	336	232	134
master_peak_6248	chr5	139847913	139848538	.	626	128	206
master_peak_6249	chr5	139849904	139850408	.	505	106	58
master_peak_6250	chr5	139862235	139862804	.	570	173	189
master_peak_6251	chr5	139864025	139864348	.	324	115	108
master_peak_6252	chr5	139877213	139877580	.	368	37	45
master_peak_6253	chr5	139926050	139926554	.	505	47	38
master_peak_6254	chr5	139961415	139961991	.	577	161	99
master_peak_6255	chr5	139968555	139969227	.	673	329	364
master_peak_6256	chr5	139985412	139986326	.	915	937	783
master_peak_6257	chr5	140008059	140008437	.	379	72	38
master_peak_6258	chr5	140011371	140011723	.	353	64	28
master_peak_6259	chr5	140041770	140043913	.	2144	1768	1706
master_peak_6260	chr5	140075484	140075940	.	457	52	44
master_peak_6261	chr5	140107268	140108556	.	1289	1112	1182
master_peak_6262	chr5	140113401	140115098	.	1698	953	1091
master_peak_6263	chr5	140131780	140132501	.	722	680	829
master_peak_6264	chr5	140144128	140144649	.	522	179	196
master_peak_6265	chr5	140145831	140146052	.	222	28	59
master_peak_6266	chr5	140151518	140151937	.	420	51	52
master_peak_6267	chr5	140156986	140157852	.	867	926	900
master_peak_6268	chr5	140169328	140169824	.	497	112	67
master_peak_6269	chr5	140174763	140176057	.	1295	887	1294
master_peak_6270	chr5	140182245	140182489	.	245	23	16
master_peak_6271	chr5	140190378	140191128	.	751	115	204
master_peak_6272	chr5	140201979	140202493	.	515	109	104
master_peak_6273	chr5	140214574	140215380	.	807	291	292
master_peak_6274	chr5	140220123	140220938	.	816	681	532
master_peak_6275	chr5	140221569	140222084	.	516	170	171
master_peak_6276	chr5	140232728	140233099	.	372	76	49
master_peak_6277	chr5	140239823	140240434	.	612	219	187
master_peak_6278	chr5	140241277	140241801	.	525	352	404
master_peak_6279	chr5	140244408	140244959	.	552	329	401
master_peak_6280	chr5	140246309	140247034	.	726	583	625
master_peak_6281	chr5	140251389	140252129	.	741	1171	1208
master_peak_6282	chr5	140261096	140262001	.	906	446	463
master_peak_6283	chr5	140295425	140295716	.	292	154	146
master_peak_6284	chr5	140298216	140298982	.	767	444	289
master_peak_6285	chr5	140302878	140303550	.	673	344	362
master_peak_6286	chr5	140310866	140311216	.	351	216	199
master_peak_6287	chr5	140311862	140312616	.	755	684	877
master_peak_6288	chr5	140317840	140318165	.	326	149	165
master_peak_6289	chr5	140322748	140323687	.	940	958	1404
master_peak_6290	chr5	140331570	140332363	.	794	69	90
master_peak_6291	chr5	140344785	140345406	.	622	330	379
master_peak_6292	chr5	140345956	140346983	.	1028	1071	1344
master_peak_6293	chr5	140351657	140352165	.	509	179	167
master_peak_6294	chr5	140357521	140358146	.	626	486	599
master_peak_6295	chr5	140358835	140359327	.	493	177	136
master_peak_6296	chr5	140363134	140363441	.	308	101	74
master_peak_6297	chr5	140372824	140373477	.	654	265	271
master_peak_6298	chr5	140391295	140391520	.	226	26	9
master_peak_6299	chr5	140400704	140402082	.	1379	3448	4139
master_peak_6300	chr5	140408767	140409086	.	320	41	35
master_peak_6301	chr5	140463331	140463621	.	291	15	15
master_peak_6302	chr5	140488242	140488639	.	398	39	55
master_peak_6303	chr5	140488869	140489305	.	437	34	30
master_peak_6304	chr5	140533564	140534051	.	488	48	30
master_peak_6305	chr5	140547155	140547955	.	801	190	220
master_peak_6306	chr5	140557039	140557856	.	818	683	751
master_peak_6307	chr5	140564121	140565084	.	964	1161	1258
master_peak_6308	chr5	140575342	140575787	.	446	109	72
master_peak_6309	chr5	140576818	140577173	.	356	39	37
master_peak_6310	chr5	140589099	140589450	.	352	40	58
master_peak_6311	chr5	140591868	140592291	.	424	111	64
master_peak_6312	chr5	140609166	140609635	.	470	132	201
master_peak_6313	chr5	140609936	140610508	.	573	290	318
master_peak_6314	chr5	140628682	140629161	.	480	130	152
master_peak_6315	chr5	140633042	140633499	.	458	107	129
master_peak_6316	chr5	140639047	140639979	.	933	536	665
master_peak_6317	chr5	140647215	140648095	.	881	926	1044
master_peak_6318	chr5	140664311	140665255	.	945	985	1150
master_peak_6319	chr5	140671600	140671871	.	272	35	32
master_peak_6320	chr5	140674142	140674612	.	471	62	50
master_peak_6321	chr5	140690941	140691877	.	937	1024	1345
master_peak_6322	chr5	140700028	140700735	.	708	410	398
master_peak_6323	chr5	140710455	140711650	.	1196	1182	1236
master_peak_6324	chr5	140718565	140719409	.	845	1196	1180
master_peak_6325	chr5	140719948	140720987	.	1040	674	649
master_peak_6326	chr5	140725783	140726565	.	783	974	1053
master_peak_6327	chr5	140736585	140736861	.	277	28	26
master_peak_6328	chr5	140795248	140795471	.	224	12	15
master_peak_6329	chr5	140806750	140807869	.	1120	502	444
master_peak_6330	chr5	140821455	140822282	.	828	189	173
master_peak_6331	chr5	140833993	140835094	.	1102	198	179
master_peak_6332	chr5	140841097	140841374	.	278	21	8
master_peak_6333	chr5	140882705	140882952	.	248	17	9
master_peak_6334	chr5	140926204	140927138	.	935	537	806
master_peak_6335	chr5	140965991	140966887	.	897	98	563
master_peak_6336	chr5	141001646	141002357	.	712	78	225
master_peak_6337	chr5	141003945	141004669	.	725	276	339
master_peak_6338	chr5	141017866	141018189	.	324	26	27
master_peak_6339	chr5	141040113	141040433	.	321	92	147
master_peak_6340	chr5	141040853	141041419	.	567	434	497
master_peak_6341	chr5	141084549	141084953	.	405	43	57
master_peak_6342	chr5	141094279	141094902	.	624	144	38
master_peak_6343	chr5	141100182	141100641	.	460	57	31
master_peak_6344	chr5	141121690	141122407	.	718	66	180
master_peak_6345	chr5	141172488	141172849	.	362	49	25
master_peak_6346	chr5	141182243	141182654	.	412	93	105
master_peak_6347	chr5	141187040	141187406	.	367	67	94
master_peak_6348	chr5	141192247	141192611	.	365	63	42
master_peak_6349	chr5	141208390	141209092	.	703	37	42
master_peak_6350	chr5	141223032	141223760	.	729	121	152
master_peak_6351	chr5	141273012	141273246	.	235	21	44
master_peak_6352	chr5	141320121	141321253	.	1133	588	642
master_peak_6353	chr5	141330200	141330893	.	694	104	162
master_peak_6354	chr5	141373768	141374098	.	331	16	21
master_peak_6355	chr5	141405008	141405374	.	367	35	23
master_peak_6356	chr5	141412897	141413250	.	354	104	73
master_peak_6357	chr5	141417315	141417782	.	468	136	103
master_peak_6358	chr5	141439464	141439756	.	293	12	21
master_peak_6359	chr5	141475560	141476876	.	1317	800	1250
master_peak_6360	chr5	141493725	141494377	.	653	311	315
master_peak_6361	chr5	141508519	141509741	.	1223	1008	1093
master_peak_6362	chr5	141514421	141514704	.	284	35	59
master_peak_6363	chr5	141520982	141521845	.	864	1799	1978
master_peak_6364	chr5	141524727	141525207	.	481	549	454
master_peak_6365	chr5	141534008	141534981	.	974	105	126
master_peak_6366	chr5	141557535	141558310	.	776	792	803
master_peak_6367	chr5	141560768	141561134	.	367	360	323
master_peak_6368	chr5	141564216	141564599	.	384	96	114
master_peak_6369	chr5	141591942	141592624	.	683	158	112
master_peak_6370	chr5	141598905	141599441	.	537	66	95
master_peak_6371	chr5	141604055	141604789	.	735	440	442
master_peak_6372	chr5	141618229	141619559	.	1331	1260	1431
master_peak_6373	chr5	141636423	141638185	.	1763	962	1050
master_peak_6374	chr5	141641819	141642192	.	374	202	180
master_peak_6375	chr5	141651021	141651738	.	718	243	218
master_peak_6376	chr5	141657950	141658633	.	684	457	402
master_peak_6377	chr5	141664899	141665428	.	530	190	152
master_peak_6378	chr5	141670913	141671214	.	302	25	24
master_peak_6379	chr5	141680825	141682680	.	1856	1415	1438
master_peak_6380	chr5	141692118	141692708	.	591	412	480
master_peak_6381	chr5	141695598	141696480	.	883	911	695
master_peak_6382	chr5	141702018	141702790	.	773	314	267
master_peak_6383	chr5	141713664	141714255	.	592	67	115
master_peak_6384	chr5	141714481	141715142	.	662	87	133
master_peak_6385	chr5	141740835	141741376	.	542	128	100
master_peak_6386	chr5	141742781	141743535	.	755	188	76
master_peak_6387	chr5	141747114	141747381	.	268	31	29
master_peak_6388	chr5	141757434	141758043	.	610	202	124
master_peak_6389	chr5	141762990	141763237	.	248	10	36
master_peak_6390	chr5	141771030	141771322	.	293	35	28
master_peak_6391	chr5	141777972	141778610	.	639	177	155
master_peak_6392	chr5	141783646	141784031	.	386	43	30
master_peak_6393	chr5	141813957	141814325	.	369	150	87
master_peak_6394	chr5	141821535	141821789	.	255	17	78
master_peak_6395	chr5	141826148	141826441	.	294	51	30
master_peak_6396	chr5	141833336	141833605	.	270	25	50
master_peak_6397	chr5	141838939	141839594	.	656	143	296
master_peak_6398	chr5	141848655	141850291	.	1637	1877	1765
master_peak_6399	chr5	141866020	141866584	.	565	385	433
master_peak_6400	chr5	141870944	141871391	.	448	196	218
master_peak_6401	chr5	141877795	141878173	.	379	88	106
master_peak_6402	chr5	141878529	141880349	.	1821	1466	1368
master_peak_6403	chr5	141908925	141909172	.	248	56	47
master_peak_6404	chr5	141910120	141910801	.	682	288	190
master_peak_6405	chr5	141923461	141924395	.	935	1702	1806
master_peak_6406	chr5	141939582	141939895	.	314	20	35
master_peak_6407	chr5	141951225	141951508	.	284	48	42
master_peak_6408	chr5	141960500	141961198	.	699	353	349
master_peak_6409	chr5	141968734	141969623	.	890	1106	1375
master_peak_6410	chr5	141992278	141992787	.	510	93	97
master_peak_6411	chr5	142000828	142001060	.	233	40	16
master_peak_6412	chr5	142012191	142013386	.	1196	509	511
master_peak_6413	chr5	142015071	142015441	.	371	168	149
master_peak_6414	chr5	142015791	142016380	.	590	311	255
master_peak_6415	chr5	142024768	142025572	.	805	689	719
master_peak_6416	chr5	142030615	142030858	.	244	17	27
master_peak_6417	chr5	142039489	142039769	.	281	20	21
master_peak_6418	chr5	142046185	142046485	.	301	16	11
master_peak_6419	chr5	142053350	142053944	.	595	206	214
master_peak_6420	chr5	142058138	142058773	.	636	239	184
master_peak_6421	chr5	142063601	142064706	.	1106	796	963
master_peak_6422	chr5	142081978	142082273	.	296	14	20
master_peak_6423	chr5	142108394	142109467	.	1074	689	810
master_peak_6424	chr5	142116034	142116421	.	388	39	14
master_peak_6425	chr5	142145097	142145749	.	653	183	146
master_peak_6426	chr5	142151593	142152129	.	537	81	84
master_peak_6427	chr5	142167603	142167865	.	263	37	19
master_peak_6428	chr5	142201411	142202843	.	1433	1081	1066
master_peak_6429	chr5	142215684	142216606	.	923	1335	1367
master_peak_6430	chr5	142223616	142224110	.	495	116	112
master_peak_6431	chr5	142234968	142235815	.	848	514	604
master_peak_6432	chr5	142245945	142246588	.	644	87	104
master_peak_6433	chr5	142251279	142251975	.	697	455	509
master_peak_6434	chr5	142280151	142280491	.	341	51	24
master_peak_6435	chr5	142293437	142294043	.	607	256	225
master_peak_6436	chr5	142296945	142297383	.	439	208	172
master_peak_6437	chr5	142324353	142326612	.	2260	2328	2541
master_peak_6438	chr5	142327677	142327931	.	255	204	139
master_peak_6439	chr5	142334318	142334746	.	429	38	17
master_peak_6440	chr5	142342404	142342934	.	531	43	45
master_peak_6441	chr5	142350421	142350948	.	528	47	25
master_peak_6442	chr5	142356549	142357439	.	891	917	1053
master_peak_6443	chr5	142362535	142363229	.	695	255	308
master_peak_6444	chr5	142422343	142422881	.	539	132	116
master_peak_6445	chr5	142425914	142426724	.	811	158	264
master_peak_6446	chr5	142445208	142445588	.	381	47	63
master_peak_6447	chr5	142446038	142446582	.	545	51	75
master_peak_6448	chr5	142460594	142461193	.	600	30	51
master_peak_6449	chr5	142466286	142466812	.	527	36	75
master_peak_6450	chr5	142472112	142472915	.	804	919	849
master_peak_6451	chr5	142474433	142475262	.	830	878	689
master_peak_6452	chr5	142484735	142485256	.	522	135	241
master_peak_6453	chr5	142505860	142506515	.	656	52	98
master_peak_6454	chr5	142512534	142513224	.	691	76	387
master_peak_6455	chr5	142520910	142521162	.	253	23	24
master_peak_6456	chr5	142529502	142530289	.	788	293	304
master_peak_6457	chr5	142548512	142549264	.	753	406	409
master_peak_6458	chr5	142587496	142587804	.	309	48	39
master_peak_6459	chr5	142597396	142598591	.	1196	1022	984
master_peak_6460	chr5	142610828	142611502	.	675	165	111
master_peak_6461	chr5	142618230	142618643	.	414	141	173
master_peak_6462	chr5	142621027	142621863	.	837	345	430
master_peak_6463	chr5	142644727	142645662	.	936	1213	1387
master_peak_6464	chr5	142655474	142656162	.	689	223	212
master_peak_6465	chr5	142666379	142666694	.	316	31	35
master_peak_6466	chr5	142671904	142672401	.	498	151	143
master_peak_6467	chr5	142674421	142674919	.	499	240	288
master_peak_6468	chr5	142680765	142681345	.	581	184	190
master_peak_6469	chr5	142684694	142685627	.	934	92	269
master_peak_6470	chr5	142698835	142699530	.	696	277	264
master_peak_6471	chr5	142713050	142713690	.	641	624	612
master_peak_6472	chr5	142716868	142717783	.	916	683	475
master_peak_6473	chr5	142722802	142723378	.	577	195	202
master_peak_6474	chr5	142748115	142748904	.	790	521	428
master_peak_6475	chr5	142769467	142771399	.	1933	1532	1901
master_peak_6476	chr5	142783566	142784177	.	612	64	70
master_peak_6477	chr5	142799749	142800203	.	455	27	37
master_peak_6478	chr5	142810079	142810363	.	285	32	25
master_peak_6479	chr5	142816448	142816751	.	304	23	48
master_peak_6480	chr5	142821818	142822518	.	701	366	351
master_peak_6481	chr5	142826846	142827654	.	809	606	395
master_peak_6482	chr5	142832383	142832817	.	435	77	69
master_peak_6483	chr5	142847941	142848575	.	635	84	44
master_peak_6484	chr5	142866777	142867295	.	519	286	161
master_peak_6485	chr5	142872814	142873109	.	296	68	109
master_peak_6486	chr5	142880388	142881296	.	909	117	98
master_peak_6487	chr5	142888465	142888987	.	523	110	100
master_peak_6488	chr5	142896056	142896397	.	342	22	31
master_peak_6489	chr5	142904406	142904989	.	584	177	123
master_peak_6490	chr5	142915949	142916215	.	267	42	34
master_peak_6491	chr5	142924290	142924556	.	267	38	30
master_peak_6492	chr5	142925744	142926287	.	544	61	125
master_peak_6493	chr5	142937948	142938699	.	752	86	59
master_peak_6494	chr5	142959121	142959424	.	304	55	79
master_peak_6495	chr5	142959955	142960773	.	819	220	269
master_peak_6496	chr5	142976973	142978152	.	1180	405	648
master_peak_6497	chr5	142982414	142983036	.	623	188	250
master_peak_6498	chr5	143001787	143002277	.	491	79	116
master_peak_6499	chr5	143002982	143003319	.	338	49	41
master_peak_6500	chr5	143008824	143009576	.	753	705	719
master_peak_6501	chr5	143016685	143017105	.	421	38	30
master_peak_6502	chr5	143025732	143026505	.	774	191	76
master_peak_6503	chr5	143033634	143034367	.	734	453	555
master_peak_6504	chr5	143037133	143037396	.	264	136	86
master_peak_6505	chr5	143051458	143051985	.	528	27	68
master_peak_6506	chr5	143061250	143061838	.	589	55	157
master_peak_6507	chr5	143087249	143087621	.	373	34	45
master_peak_6508	chr5	143105994	143106799	.	806	265	120
master_peak_6509	chr5	143118073	143118402	.	330	25	16
master_peak_6510	chr5	143128873	143129126	.	254	18	19
master_peak_6511	chr5	143134240	143134580	.	341	134	94
master_peak_6512	chr5	143136052	143136624	.	573	161	110
master_peak_6513	chr5	143143820	143144489	.	670	69	59
master_peak_6514	chr5	143154544	143155557	.	1014	157	230
master_peak_6515	chr5	143177084	143177847	.	764	804	807
master_peak_6516	chr5	143198204	143198689	.	486	148	131
master_peak_6517	chr5	143205038	143205887	.	850	908	1020
master_peak_6518	chr5	143217261	143217607	.	347	12	38
master_peak_6519	chr5	143235456	143235851	.	396	32	42
master_peak_6520	chr5	143243776	143244803	.	1028	1718	1909
master_peak_6521	chr5	143245874	143246550	.	677	750	761
master_peak_6522	chr5	143261677	143262858	.	1182	610	514
master_peak_6523	chr5	143311374	143311954	.	581	183	173
master_peak_6524	chr5	143314650	143315000	.	351	119	110
master_peak_6525	chr5	143350702	143351351	.	650	129	151
master_peak_6526	chr5	143355679	143356195	.	517	129	122
master_peak_6527	chr5	143376796	143377678	.	883	345	293
master_peak_6528	chr5	143386566	143387245	.	680	397	394
master_peak_6529	chr5	143400540	143400764	.	225	116	125
master_peak_6530	chr5	143403247	143405705	.	2459	1790	1834
master_peak_6531	chr5	143457048	143457650	.	603	62	83
master_peak_6532	chr5	143471126	143471590	.	465	60	67
master_peak_6533	chr5	143494276	143494564	.	289	27	51
master_peak_6534	chr5	143507148	143507975	.	828	70	154
master_peak_6535	chr5	143527713	143528271	.	559	318	309
master_peak_6536	chr5	143536299	143536925	.	627	114	273
master_peak_6537	chr5	143543478	143544279	.	802	122	144
master_peak_6538	chr5	143554193	143554670	.	478	139	180
master_peak_6539	chr5	143592653	143592963	.	311	63	71
master_peak_6540	chr5	143595898	143596533	.	636	156	136
master_peak_6541	chr5	143606248	143606847	.	600	264	256
master_peak_6542	chr5	143629808	143630733	.	926	192	317
master_peak_6543	chr5	143636388	143637256	.	869	82	99
master_peak_6544	chr5	143642697	143643116	.	420	26	71
master_peak_6545	chr5	143679681	143680235	.	555	91	103
master_peak_6546	chr5	143701270	143701758	.	489	126	51
master_peak_6547	chr5	143714642	143715091	.	450	78	47
master_peak_6548	chr5	143775202	143775705	.	504	82	75
master_peak_6549	chr5	143782341	143783189	.	849	66	137
master_peak_6550	chr5	143788328	143788816	.	489	140	61
master_peak_6551	chr5	143824889	143825660	.	772	133	182
master_peak_6552	chr5	143837465	143837794	.	330	21	45
master_peak_6553	chr5	143850184	143850489	.	306	15	18
master_peak_6554	chr5	143871324	143871595	.	272	27	22
master_peak_6555	chr5	143887986	143888674	.	689	288	233
master_peak_6556	chr5	143896742	143897401	.	660	84	66
master_peak_6557	chr5	143913230	143913908	.	679	463	541
master_peak_6558	chr5	143920705	143921927	.	1223	646	747
master_peak_6559	chr5	143923811	143924119	.	309	84	101
master_peak_6560	chr5	143933596	143933893	.	298	21	34
master_peak_6561	chr5	143957564	143957842	.	279	28	27
master_peak_6562	chr5	143967955	143968726	.	772	188	169
master_peak_6563	chr5	143975904	143976551	.	648	434	400
master_peak_6564	chr5	143985511	143986423	.	913	266	372
master_peak_6565	chr5	143994609	143994913	.	305	17	13
master_peak_6566	chr5	144004089	144004424	.	336	16	11
master_peak_6567	chr5	144028314	144028919	.	606	24	25
master_peak_6568	chr5	144048224	144048693	.	470	15	16
master_peak_6569	chr5	144060482	144060937	.	456	94	91
master_peak_6570	chr5	144072163	144072973	.	811	133	170
master_peak_6571	chr5	144125324	144125667	.	344	13	13
master_peak_6572	chr5	144142071	144142723	.	653	149	202
master_peak_6573	chr5	144156787	144157219	.	433	45	19
master_peak_6574	chr5	144170382	144171133	.	752	792	868
master_peak_6575	chr5	144183258	144183589	.	332	61	50
master_peak_6576	chr5	144187802	144188128	.	327	162	197
master_peak_6577	chr5	144189825	144190331	.	507	169	281
master_peak_6578	chr5	144192005	144192284	.	280	98	123
master_peak_6579	chr5	144203723	144204361	.	639	93	75
master_peak_6580	chr5	144205106	144205570	.	465	45	100
master_peak_6581	chr5	144276543	144276783	.	241	11	10
master_peak_6582	chr5	144332308	144332666	.	359	20	14
master_peak_6583	chr5	144421494	144421730	.	237	3	48
master_peak_6584	chr5	144467679	144468184	.	506	57	113
master_peak_6585	chr5	144484108	144484757	.	650	93	221
master_peak_6586	chr5	144503000	144503502	.	503	26	83
master_peak_6587	chr5	144539021	144539263	.	243	6	10
master_peak_6588	chr5	144549550	144549927	.	378	10	11
master_peak_6589	chr5	144566653	144567713	.	1061	653	966
master_peak_6590	chr5	144586032	144586347	.	316	33	44
master_peak_6591	chr5	144683320	144683768	.	449	15	26
master_peak_6592	chr5	144697817	144698463	.	647	220	1001
master_peak_6593	chr5	144779313	144779585	.	273	6	55
master_peak_6594	chr5	145056817	145057206	.	390	12	43
master_peak_6595	chr5	145130947	145131308	.	362	7	38
master_peak_6596	chr5	145237844	145238183	.	340	45	74
master_peak_6597	chr5	145305499	145305832	.	334	9	43
master_peak_6598	chr5	145341886	145342275	.	390	28	90
master_peak_6599	chr5	145347020	145347430	.	411	58	98
master_peak_6600	chr5	145350447	145350881	.	435	63	212
master_peak_6601	chr5	145362131	145362853	.	723	110	254
master_peak_6602	chr5	145375499	145375777	.	279	17	20
master_peak_6603	chr5	145396726	145397318	.	593	46	44
master_peak_6604	chr5	145405759	145406088	.	330	13	33
master_peak_6605	chr5	145450223	145450890	.	668	38	83
master_peak_6606	chr5	145471770	145472497	.	728	113	153
master_peak_6607	chr5	145479403	145479646	.	244	30	106
master_peak_6608	chr5	145483210	145483612	.	403	143	212
master_peak_6609	chr5	145483934	145484638	.	705	251	221
master_peak_6610	chr5	145495542	145496238	.	697	221	233
master_peak_6611	chr5	145499540	145499978	.	439	104	91
master_peak_6612	chr5	145506299	145506664	.	366	22	36
master_peak_6613	chr5	145531154	145531885	.	732	94	171
master_peak_6614	chr5	145554309	145554904	.	596	186	273
master_peak_6615	chr5	145574666	145575583	.	918	268	298
master_peak_6616	chr5	145587534	145588305	.	772	212	228
master_peak_6617	chr5	145627380	145627647	.	268	12	7
master_peak_6618	chr5	145673078	145673367	.	290	11	8
master_peak_6619	chr5	145680164	145680424	.	261	51	37
master_peak_6620	chr5	145681587	145681900	.	314	130	116
master_peak_6621	chr5	145689282	145689780	.	499	44	52
master_peak_6622	chr5	145697200	145697797	.	598	131	136
master_peak_6623	chr5	145719033	145719409	.	377	51	33
master_peak_6624	chr5	145736266	145736628	.	363	19	38
master_peak_6625	chr5	145743736	145744150	.	415	45	35
master_peak_6626	chr5	145752417	145752797	.	381	17	51
master_peak_6627	chr5	145775812	145776717	.	906	450	513
master_peak_6628	chr5	145797205	145797739	.	535	153	311
master_peak_6629	chr5	145805772	145806093	.	322	54	27
master_peak_6630	chr5	145812128	145812677	.	550	87	103
master_peak_6631	chr5	145825628	145826286	.	659	80	60
master_peak_6632	chr5	145834792	145835907	.	1116	712	1020
master_peak_6633	chr5	145847604	145848277	.	674	559	572
master_peak_6634	chr5	145848838	145849207	.	370	152	156
master_peak_6635	chr5	145854615	145855176	.	562	203	250
master_peak_6636	chr5	145860067	145860517	.	451	54	28
master_peak_6637	chr5	145887913	145888418	.	506	159	171
master_peak_6638	chr5	145903246	145903558	.	313	33	26
master_peak_6639	chr5	145920975	145921608	.	634	249	346
master_peak_6640	chr5	145925121	145925921	.	801	289	293
master_peak_6641	chr5	145936316	145937118	.	803	598	689
master_peak_6642	chr5	145937504	145938212	.	709	273	505
master_peak_6643	chr5	145941572	145941996	.	425	453	366
master_peak_6644	chr5	145946038	145947015	.	978	2295	2377
master_peak_6645	chr5	145961040	145961774	.	735	75	78
master_peak_6646	chr5	145975187	145976032	.	846	441	696
master_peak_6647	chr5	145976633	145976978	.	346	59	157
master_peak_6648	chr5	145989548	145990023	.	476	29	38
master_peak_6649	chr5	146007203	146007525	.	323	33	36
master_peak_6650	chr5	146027627	146028113	.	487	44	69
master_peak_6651	chr5	146041371	146041672	.	302	64	57
master_peak_6652	chr5	146042536	146043135	.	600	268	332
master_peak_6653	chr5	146049372	146049853	.	482	109	105
master_peak_6654	chr5	146079481	146080015	.	535	132	116
master_peak_6655	chr5	146099923	146100200	.	278	28	17
master_peak_6656	chr5	146107826	146108223	.	398	38	19
master_peak_6657	chr5	146131640	146132355	.	716	31	42
master_peak_6658	chr5	146182090	146183126	.	1037	1363	1738
master_peak_6659	chr5	146188282	146188991	.	710	211	236
master_peak_6660	chr5	146190939	146191156	.	218	115	128
master_peak_6661	chr5	146203029	146203984	.	956	1575	2004
master_peak_6662	chr5	146283202	146283968	.	767	484	361
master_peak_6663	chr5	146291230	146291903	.	674	122	107
master_peak_6664	chr5	146327638	146328051	.	414	27	31
master_peak_6665	chr5	146329778	146330080	.	303	32	55
master_peak_6666	chr5	146336396	146336748	.	353	20	36
master_peak_6667	chr5	146352011	146352280	.	270	11	26
master_peak_6668	chr5	146369497	146370232	.	736	538	870
master_peak_6669	chr5	146388387	146388813	.	427	54	111
master_peak_6670	chr5	146409104	146409958	.	855	243	465
master_peak_6671	chr5	146426901	146427607	.	707	129	118
master_peak_6672	chr5	146428830	146429102	.	273	29	44
master_peak_6673	chr5	146441793	146442169	.	377	112	197
master_peak_6674	chr5	146446843	146447759	.	917	2085	2358
master_peak_6675	chr5	146466569	146466997	.	429	75	57
master_peak_6676	chr5	146505456	146505812	.	357	12	18
master_peak_6677	chr5	146520420	146521306	.	887	158	162
master_peak_6678	chr5	146521604	146521861	.	258	28	34
master_peak_6679	chr5	146533169	146533712	.	544	157	123
master_peak_6680	chr5	146542162	146542704	.	543	158	116
master_peak_6681	chr5	146560404	146560764	.	361	107	194
master_peak_6682	chr5	146564120	146564870	.	751	652	545
master_peak_6683	chr5	146565798	146566163	.	366	199	181
master_peak_6684	chr5	146593635	146593861	.	227	21	32
master_peak_6685	chr5	146608652	146608877	.	226	9	4
master_peak_6686	chr5	146622371	146622673	.	303	41	17
master_peak_6687	chr5	146662294	146662538	.	245	32	25
master_peak_6688	chr5	146667718	146668113	.	396	59	83
master_peak_6689	chr5	146731660	146732641	.	982	511	516
master_peak_6690	chr5	146744225	146744860	.	636	120	288
master_peak_6691	chr5	146805036	146805418	.	383	45	56
master_peak_6692	chr5	146815501	146815729	.	229	20	19
master_peak_6693	chr5	146877851	146879247	.	1397	241	510
master_peak_6694	chr5	146890891	146891131	.	241	15	23
master_peak_6695	chr5	146947284	146947599	.	316	15	28
master_peak_6696	chr5	146962780	146963274	.	495	105	86
master_peak_6697	chr5	146965949	146966477	.	529	170	164
master_peak_6698	chr5	147037323	147038130	.	808	189	265
master_peak_6699	chr5	147056009	147056278	.	270	5	43
master_peak_6700	chr5	147084721	147085070	.	350	19	105
master_peak_6701	chr5	147098258	147098690	.	433	43	91
master_peak_6702	chr5	147101775	147102126	.	352	33	68
master_peak_6703	chr5	147168654	147169822	.	1169	49	305
